year,state,county,farms.full.owners,farms.part.owners,farms.managers,farms.tenants
1935,Nebraska,Lancaster,1149,573,28,1578
1935,Nebraska,Lincoln,716,431,20,1095
1935,Nebraska,Logan,71,79,4,141
1935,Nebraska,Loup,114,70,5,142
1935,Nebraska,McPherson,79,91,7,142
1935,Nebraska,Madison,701,299,22,988
1935,Nebraska,Merrick,484,269,10,639
1935,Nebraska,Morrill,323,206,7,591
1935,Nebraska,Nance,366,137,5,708
1935,Nebraska,Nemaha,505,309,10,753
1935,Nebraska,Nuckolls,404,275,4,927
1935,Nebraska,Otoe,775,301,12,1164
1935,Nebraska,Pawnee,553,225,4,622
1935,Nebraska,Perkins,205,276,3,474
1935,Nebraska,Phelps,304,274,0,632
1935,Nebraska,Pierce,490,222,10,929
1935,Nebraska,Platte,896,414,7,1006
1935,Nebraska,Polk,488,251,3,799
1935,Nebraska,Red Willow,397,267,12,553
1935,Nebraska,Richardson,741,265,9,1066
1935,Nebraska,Rock,151,156,3,300
1935,Nebraska,Saline,917,494,0,777
1935,Nebraska,Sarpy,479,167,8,499
1935,Nebraska,Saunders,1102,532,11,1145
1935,Nebraska,Scotts Bluff,650,219,35,1073
1935,Nebraska,Seward,737,399,6,1090
1935,Nebraska,Sheridan,442,337,19,522
1935,Nebraska,Sherman,490,203,5,746
1935,Nebraska,Sioux,290,190,18,320
1935,Nebraska,Stanton,546,155,8,540
1935,Nebraska,Thayer,527,353,6,947
1935,Nebraska,Thomas,60,62,1,96
1935,Nebraska,Thurston,238,243,6,802
1935,Nebraska,Valley,488,210,5,668
1935,Nebraska,Washington,642,220,7,768
1935,Nebraska,Wayne,483,169,5,866
1935,Nebraska,Webster,474,247,8,839
1935,Nebraska,Wheeler,107,85,9,235
1935,Nebraska,York,567,362,7,1074
1935,Nevada,Churchill,439,53,17,109
1935,Nevada,Clark,165,27,4,45
1935,Nevada,Douglas,100,19,6,5
1935,Nevada,Elko,443,56,55,41
1935,Nevada,Esmeralda,26,0,3,0
1935,Nevada,Eureka,44,6,7,2
1935,Nevada,Humboldt,138,13,28,38
1935,Nevada,Lander,40,4,8,6
1935,Nevada,Lincoln,179,14,6,19
1935,Nevada,Lyon,252,21,22,115
1935,Nevada,Mineral,78,2,1,12
1935,Nevada,Nye,102,9,11,14
1935,Nevada,Ormsby,27,5,5,8
1935,Nevada,Pershing,66,11,13,20
1935,Nevada,Storey,6,0,0,2
1935,Nevada,Washoe,386,45,20,84
1935,Nevada,White Pine,155,17,9,13
1935,New Hampshire,Belknap,895,105,10,73
1935,New Hampshire,Carroll,777,189,21,91
1935,New Hampshire,Cheshire,1207,87,22,116
1935,New Hampshire,Coos,970,171,18,130
1935,New Hampshire,Grafton,2028,245,24,207
1935,New Hampshire,Hillsborough,2178,228,38,145
1935,New Hampshire,Merrimack,2040,234,44,153
1935,New Hampshire,Rockingham,2293,296,15,136
1935,New Hampshire,Strafford,996,89,10,81
1935,New Hampshire,Sullivan,1051,121,9,152
1935,New Jersey,Atlantic,1861,100,14,150
1935,New Jersey,Bergen,535,74,15,128
1935,New Jersey,Burlington,1441,124,127,430
1935,New Jersey,Camden,755,43,10,143
1935,New Jersey,Cape May,536,101,7,121
1935,New Jersey,Cumberland,2755,176,42,533
1935,New Jersey,Essex,213,15,11,48
1935,New Jersey,Gloucester,1875,130,40,466
1935,New Jersey,Hudson,75,0,1,17
1935,New Jersey,Hunterdon,2025,115,23,346
1935,New Jersey,Mercer,806,90,20,247
1935,New Jersey,Middlesex,925,103,20,222
1935,New Jersey,Monmouth,2070,153,48,491
1935,New Jersey,Morris,914,42,25,186
1935,New Jersey,Ocean,716,21,7,77
1935,New Jersey,Passaic,379,42,13,95
1935,New Jersey,Salem,1059,66,8,522
1935,New Jersey,Somerset,929,76,41,224
1935,New Jersey,Sussex,901,42,37,359
1935,New Jersey,Union,260,13,12,49
1935,New Jersey,Warren,977,49,30,388
1935,New Mexico,Bernalillo,1462,80,21,225
1935,New Mexico,Catron,887,130,22,128
1935,New Mexico,Chaves,640,220,8,471
1935,New Mexico,Colfax,376,174,30,304
1935,New Mexico,Curry,533,326,11,566
1935,New Mexico,De Baca,202,132,8,55
1935,New Mexico,Dona Ana,1069,176,34,714
1935,New Mexico,Eddy,315,103,8,349
1935,New Mexico,Grant,504,95,22,161
1935,New Mexico,Guadalupe,507,207,6,131
1935,New Mexico,Harding,293,228,2,182
1935,New Mexico,Hidalgo,304,104,5,28
1935,New Mexico,Lea,281,262,28,165
1935,New Mexico,Lincoln,513,110,6,87
1935,New Mexico,Luna,177,82,5,41
1935,New Mexico,McKinley,1517,25,6,78
1935,New Mexico,Mora,1188,161,12,128
1935,New Mexico,Otero,539,45,13,160
1935,New Mexico,Quay,445,461,5,401
1935,New Mexico,Rio Arriba,2836,316,8,277
1935,New Mexico,Roosevelt,653,461,21,783
1935,New Mexico,Sandoval,1700,55,9,107
1935,New Mexico,San Juan,1414,45,7,203
1935,New Mexico,San Miguel,1737,278,20,315
1935,New Mexico,Santa Fe,1004,81,19,157
1935,New Mexico,Sierra,330,68,10,62
1935,New Mexico,Socorro,966,256,4,176
1935,New Mexico,Taos,1763,279,2,232
1935,New Mexico,Torrance,870,211,1,420
1935,New Mexico,Union,479,456,21,556
1935,New Mexico,Valencia,1873,114,20,195
1935,New York,Albany,1746,180,21,257
1935,New York,Allegany,2578,528,36,635
1935,New York,Bronx,13,0,0,7
1935,New York,Broome,2803,182,29,282
1935,New York,Cattaraugus,3535,448,20,757
1935,New York,Cayuga,2730,530,34,591
1935,New York,Chautauqua,5232,740,54,991
1935,New York,Chemung,1384,124,18,319
1935,New York,Chenango,2990,220,45,381
1935,New York,Clinton,2383,234,52,357
1935,New York,Columbia,2148,124,68,231
1935,New York,Cortland,1501,200,47,223
1935,New York,Delaware,3475,228,72,355
1935,New York,Dutchess,1592,186,161,297
1935,New York,Erie,4694,745,74,929
1935,New York,Essex,1750,96,57,151
1935,New York,Franklin,2410,150,64,270
1935,New York,Fulton,1221,46,3,76
1935,New York,Genesee,1967,279,23,478
1935,New York,Greene,1688,127,21,104
1935,New York,Hamilton,205,16,2,22
1935,New York,Herkimer,2097,182,28,356
1935,New York,Jefferson,3404,286,48,1255
1935,New York,Kings,36,3,0,3
1935,New York,Lewis,2419,120,26,201
1935,New York,Livingston,1343,444,36,586
1935,New York,Madison,2585,315,37,421
1935,New York,Monroe,3504,451,72,1057
1935,New York,Montgomery,1357,214,16,333
1935,New York,Nassau,296,130,50,138
1935,New York,New York,0,0,0,0
1935,New York,Niagara,2789,521,63,820
1935,New York,Oneida,4666,413,64,596
1935,New York,Onondaga,4222,574,40,812
1935,New York,Ontario,2533,496,60,796
1935,New York,Orange,2767,258,116,737
1935,New York,Orleans,1540,257,29,782
1935,New York,Oswego,4528,390,30,607
1935,New York,Otsego,3570,299,92,416
1935,New York,Putnam,338,37,45,93
1935,New York,Queens,202,6,11,73
1935,New York,Rensselaer,2320,142,18,230
1935,New York,Richmond,64,1,4,22
1935,New York,Rockland,232,22,32,35
1935,New York,St Lawrence,5307,328,89,1276
1935,New York,Saratoga,2439,148,26,213
1935,New York,Schenectady,703,83,7,97
1935,New York,Schoharie,2043,242,35,271
1935,New York,Schuyler,1008,228,11,300
1935,New York,Seneca,1158,299,24,462
1935,New York,Steuben,3999,722,58,1005
1935,New York,Suffolk,1282,485,111,342
1935,New York,Sullivan,2868,155,15,170
1935,New York,Tioga,2006,189,15,221
1935,New York,Tompkins,1770,311,24,353
1935,New York,Ulster,3311,147,54,262
1935,New York,Warren,960,115,14,124
1935,New York,Washington,2470,229,26,368
1935,New York,Wayne,3867,352,75,705
1935,New York,Westchester,533,21,137,104
1935,New York,Wyoming,1869,394,21,500
1935,New York,Yates,1296,211,14,247
1935,North Carolina,Alamance,1624,330,4,873
1935,North Carolina,Alexander,1172,379,3,612
1935,North Carolina,Alleghany,1130,237,3,281
1935,North Carolina,Anson,987,208,16,2294
1935,North Carolina,Ashe,2429,722,9,901
1935,North Carolina,Avery,1219,287,13,471
1935,North Carolina,Beaufort,1615,622,12,1304
1935,North Carolina,Bertie,937,250,2,2048
1935,North Carolina,Bladen,1408,666,1,951
1935,North Carolina,Brunswick,1379,347,6,347
1935,North Carolina,Buncombe,3018,849,17,1635
1935,North Carolina,Burke,1782,214,6,666
1935,North Carolina,Cabarrus,923,293,12,1157
1935,North Carolina,Caldwell,1778,259,6,580
1935,North Carolina,Camden,333,93,3,450
1935,North Carolina,Carteret,519,167,6,193
1935,North Carolina,Caswell,827,200,3,1977
1935,North Carolina,Catawba,1875,542,7,1057
1935,North Carolina,Chatham,1912,316,2,1013
1935,North Carolina,Cherokee,1408,165,1,916
1935,North Carolina,Chowan,358,172,9,488
1935,North Carolina,Clay,593,109,0,306
1935,North Carolina,Cleveland,1709,260,4,3295
1935,North Carolina,Columbus,2487,613,4,1722
1935,North Carolina,Craven,846,342,5,1146
1935,North Carolina,Cumberland,1276,347,8,1624
1935,North Carolina,Currituck,348,157,3,424
1935,North Carolina,Dare,115,2,0,9
1935,North Carolina,Davidson,2147,647,3,844
1935,North Carolina,Davie,802,267,10,793
1935,North Carolina,Duplin,2090,752,1,2784
1935,North Carolina,Durham,777,95,21,1068
1935,North Carolina,Edgecombe,595,110,44,2765
1935,North Carolina,Forsyth,1880,519,20,1001
1935,North Carolina,Franklin,1197,226,7,2730
1935,North Carolina,Gaston,1334,304,5,1228
1935,North Carolina,Gates,619,184,0,592
1935,North Carolina,Graham,427,121,0,313
1935,North Carolina,Granville,1027,171,7,2073
1935,North Carolina,Greene,460,61,2,2309
1935,North Carolina,Guilford,2734,695,31,1685
1935,North Carolina,Halifax,1050,388,21,2589
1935,North Carolina,Harnett,1755,236,3,2226
1935,North Carolina,Haywood,1750,294,6,1147
1935,North Carolina,Henderson,1566,372,18,734
1935,North Carolina,Hertford,529,151,3,1355
1935,North Carolina,Hoke,440,97,2,1105
1935,North Carolina,Hyde,345,268,1,438
1935,North Carolina,Iredell,1966,440,7,1793
1935,North Carolina,Jackson,1707,191,7,796
1935,North Carolina,Johnston,2670,410,12,4525
1935,North Carolina,Jones,407,87,1,1104
1935,North Carolina,Lee,770,196,3,817
1935,North Carolina,Lenoir,766,106,7,2508
1935,North Carolina,Lincoln,1355,178,4,1401
1935,North Carolina,McDowell,957,261,2,487
1935,North Carolina,Macon,1439,262,0,582
1935,North Carolina,Madison,2141,403,4,1647
1935,North Carolina,Martin,864,176,9,1634
1935,North Carolina,Mecklenburg,1497,301,15,2310
1935,North Carolina,Mitchell,1318,334,3,388
1935,North Carolina,Montgomery,839,131,6,500
1935,North Carolina,Moore,1283,271,31,753
1935,North Carolina,Nash,1399,258,9,3750
1935,North Carolina,New Hanover,269,99,3,64
1935,North Carolina,Northampton,877,299,5,2205
1935,North Carolina,Onslow,1240,219,2,1273
1935,North Carolina,Orange,1040,198,0,718
1935,North Carolina,Pamlico,503,327,4,243
1935,North Carolina,Pasquotank,441,217,3,494
1935,North Carolina,Pender,1375,504,1,628
1935,North Carolina,Perquimans,415,198,3,576
1935,North Carolina,Person,747,120,0,1805
1935,North Carolina,Pitt,1645,176,7,4556
1935,North Carolina,Polk,740,97,2,726
1935,North Carolina,Randolph,3079,555,1,1253
1935,North Carolina,Richmond,726,118,32,1076
1935,North Carolina,Robeson,1960,379,21,5636
1935,North Carolina,Rockingham,1425,264,9,2725
1935,North Carolina,Rowan,1760,567,13,1359
1935,North Carolina,Rutherford,1920,363,5,2031
1935,North Carolina,Sampson,2792,672,6,2841
1935,North Carolina,Scotland,393,41,10,1429
1935,North Carolina,Stanly,1376,411,5,936
1935,North Carolina,Stokes,1570,259,1,2037
1935,North Carolina,Surry,2186,437,7,2069
1935,North Carolina,Swain,893,132,1,707
1935,North Carolina,Transylvania,613,141,5,319
1935,North Carolina,Tyrrell,320,114,2,277
1935,North Carolina,Union,1990,315,1,2768
1935,North Carolina,Vance,784,131,3,1643
1935,North Carolina,Wake,2295,370,13,3297
1935,North Carolina,Warren,1043,324,2,1818
1935,North Carolina,Washington,436,149,4,613
1935,North Carolina,Watauga,1685,465,11,453
1935,North Carolina,Wayne,1256,320,15,3484
1935,North Carolina,Wilkes,3707,643,4,1276
1935,North Carolina,Wilson,938,96,2,3316
1935,North Carolina,Yadkin,1587,473,4,1015
1935,North Carolina,Yancey,1459,413,1,978
1935,North Dakota,Adams,281,430,4,255
1935,North Dakota,Barnes,672,458,14,1187
1935,North Dakota,Benson,696,517,13,907
1935,North Dakota,Billings,188,221,9,179
1935,North Dakota,Bottineau,820,559,5,987
1935,North Dakota,Bowman,201,394,0,170
1935,North Dakota,Burke,511,469,1,457
1935,North Dakota,Burleigh,291,497,7,611
1935,North Dakota,Cass,850,587,23,1180
1935,North Dakota,Cavalier,663,559,8,921
1935,North Dakota,Dickey,321,399,5,707
1935,North Dakota,Divide,511,543,2,520
1935,North Dakota,Dunn,449,675,2,438
1935,North Dakota,Eddy,168,191,7,365
1935,North Dakota,Emmons,403,532,2,641
1935,North Dakota,Foster,192,162,6,458
1935,North Dakota,Golden Valley,143,255,2,190
1935,North Dakota,Grand Forks,838,497,14,1082
1935,North Dakota,Grant,369,650,2,481
1935,North Dakota,Griggs,355,174,1,548
1935,North Dakota,Hettinger,305,550,6,374
1935,North Dakota,Kidder,224,511,3,402
1935,North Dakota,LaMoure,445,459,10,815
1935,North Dakota,Logan,284,456,2,392
1935,North Dakota,McHenry,641,759,4,838
1935,North Dakota,McIntosh,322,502,2,334
1935,North Dakota,McKenzie,715,760,5,451
1935,North Dakota,McLean,741,1053,5,843
1935,North Dakota,Mercer,396,454,2,352
1935,North Dakota,Morton,680,651,7,622
1935,North Dakota,Mountrail,798,857,0,558
1935,North Dakota,Nelson,456,314,3,602
1935,North Dakota,Oliver,228,258,3,256
1935,North Dakota,Pembina,964,412,21,743
1935,North Dakota,Pierce,268,444,2,545
1935,North Dakota,Ramsey,569,305,14,830
1935,North Dakota,Ransom,414,356,3,658
1935,North Dakota,Renville,399,338,4,533
1935,North Dakota,Richland,813,626,11,1206
1935,North Dakota,Rolette,597,315,8,698
1935,North Dakota,Sargent,445,329,2,691
1935,North Dakota,Sheridan,243,457,6,441
1935,North Dakota,Sioux,220,233,2,302
1935,North Dakota,Slope,156,354,2,241
1935,North Dakota,Stark,521,490,7,372
1935,North Dakota,Steele,306,189,10,585
1935,North Dakota,Stutsman,600,852,11,1329
1935,North Dakota,Towner,310,200,3,754
1935,North Dakota,Traill,559,267,10,721
1935,North Dakota,Walsh,1309,529,16,777
1935,North Dakota,Ward,751,869,14,1150
1935,North Dakota,Wells,398,465,9,798
1935,North Dakota,Williams,796,971,1,625
1935,Ohio,Adams,2011,183,2,884
1935,Ohio,Allen,1417,515,17,1067
1935,Ohio,Ashland,1505,255,5,778
1935,Ohio,Ashtabula,3747,508,21,920
1935,Ohio,Athens,1905,137,15,601
1935,Ohio,Auglaize,1212,406,20,917
1935,Ohio,Belmont,2750,206,7,920
1935,Ohio,Brown,1987,335,2,1136
1935,Ohio,Butler,1666,228,22,986
1935,Ohio,Carroll,1367,140,8,362
1935,Ohio,Champaign,1199,228,17,900
1935,Ohio,Clark,1460,216,31,918
1935,Ohio,Clermont,2459,379,20,1149
1935,Ohio,Clinton,1143,189,13,885
1935,Ohio,Columbiana,3307,179,18,598
1935,Ohio,Coshocton,2002,370,16,568
1935,Ohio,Crawford,1208,347,10,759
1935,Ohio,Cuyahoga,1512,138,53,548
1935,Ohio,Darke,2266,507,9,2341
1935,Ohio,Defiance,978,479,14,795
1935,Ohio,Delaware,1653,380,25,942
1935,Ohio,Erie,1146,282,7,411
1935,Ohio,Fairfield,2056,336,26,1010
1935,Ohio,Fayette,701,144,6,809
1935,Ohio,Franklin,2046,546,54,1196
1935,Ohio,Fulton,1380,443,13,1119
1935,Ohio,Gallia,2014,283,8,619
1935,Ohio,Geauga,1572,215,46,717
1935,Ohio,Greene,1172,161,16,986
1935,Ohio,Guernsey,2405,172,4,593
1935,Ohio,Hamilton,2179,203,50,653
1935,Ohio,Hancock,1442,488,4,1336
1935,Ohio,Hardin,1274,452,8,1023
1935,Ohio,Harrison,1308,245,9,363
1935,Ohio,Henry,1033,506,7,1148
1935,Ohio,Highland,1919,250,5,1091
1935,Ohio,Hocking,1272,112,2,405
1935,Ohio,Holmes,1511,204,4,675
1935,Ohio,Huron,1747,399,23,745
1935,Ohio,Jackson,1435,152,10,294
1935,Ohio,Jefferson,1577,97,4,477
1935,Ohio,Knox,1654,459,14,876
1935,Ohio,Lake,1172,134,82,251
1935,Ohio,Lawrence,1656,308,5,522
1935,Ohio,Licking,2757,530,29,1137
1935,Ohio,Logan,1424,328,16,997
1935,Ohio,Lorain,2679,417,28,825
1935,Ohio,Lucas,1573,395,8,754
1935,Ohio,Madison,642,162,24,868
1935,Ohio,Mahoning,2213,270,14,512
1935,Ohio,Marion,1006,398,4,647
1935,Ohio,Medina,2225,349,20,791
1935,Ohio,Meigs,2200,247,9,430
1935,Ohio,Mercer,1522,520,12,972
1935,Ohio,Miami,1530,241,26,1274
1935,Ohio,Monroe,2045,258,3,583
1935,Ohio,Montgomery,2635,340,32,1580
1935,Ohio,Morgan,1720,150,5,443
1935,Ohio,Morrow,1414,298,12,917
1935,Ohio,Muskingum,2935,166,7,735
1935,Ohio,Noble,1766,289,3,435
1935,Ohio,Ottawa,1363,278,13,480
1935,Ohio,Paulding,686,412,6,860
1935,Ohio,Perry,1495,221,8,543
1935,Ohio,Pickaway,921,241,21,970
1935,Ohio,Pike,1255,135,6,548
1935,Ohio,Portage,2817,199,9,704
1935,Ohio,Preble,1346,205,9,1181
1935,Ohio,Putnam,1376,628,3,1128
1935,Ohio,Richland,1772,337,17,944
1935,Ohio,Ross,1723,271,24,949
1935,Ohio,Sandusky,1311,378,9,1050
1935,Ohio,Scioto,2389,251,6,654
1935,Ohio,Seneca,1389,411,11,1219
1935,Ohio,Shelby,1218,286,11,1035
1935,Ohio,Stark,3497,414,23,816
1935,Ohio,Summit,1913,139,32,716
1935,Ohio,Trumbull,2992,315,25,881
1935,Ohio,Tuscarawas,2566,152,12,510
1935,Ohio,Union,1473,235,13,845
1935,Ohio,Van Wert,1036,487,5,1101
1935,Ohio,Vinton,1104,48,12,296
1935,Ohio,Warren,1595,128,25,827
1935,Ohio,Washington,2738,379,7,905
1935,Ohio,Wayne,2704,295,21,1134
1935,Ohio,Williams,1408,362,11,1015
1935,Ohio,Wood,1610,787,18,1496
1935,Ohio,Wyandot,902,427,10,770
1935,Oklahoma,Adair,1024,203,6,1176
1935,Oklahoma,Alfalfa,771,380,8,1005
1935,Oklahoma,Atoka,479,102,4,1763
1935,Oklahoma,Beaver,734,607,8,731
1935,Oklahoma,Beckham,1153,220,10,1752
1935,Oklahoma,Blaine,860,350,7,1492
1935,Oklahoma,Bryan,689,296,8,3139
1935,Oklahoma,Caddo,1659,372,28,3520
1935,Oklahoma,Canadian,903,394,15,1392
1935,Oklahoma,Carter,733,235,25,1815
1935,Oklahoma,Cherokee,1140,101,4,1548
1935,Oklahoma,Choctaw,718,244,10,2500
1935,Oklahoma,Cimarron,280,328,7,360
1935,Oklahoma,Cleveland,684,195,15,1327
1935,Oklahoma,Coal,357,159,8,1245
1935,Oklahoma,Comanche,786,274,23,1743
1935,Oklahoma,Cotton,478,215,2,1357
1935,Oklahoma,Craig,640,547,11,1284
1935,Oklahoma,Creek,707,240,16,2819
1935,Oklahoma,Custer,934,420,9,1384
1935,Oklahoma,Delaware,1137,356,13,1205
1935,Oklahoma,Dewey,857,339,5,1079
1935,Oklahoma,Ellis,523,460,7,730
1935,Oklahoma,Garfield,1043,525,12,1476
1935,Oklahoma,Garvin,793,388,14,2629
1935,Oklahoma,Grady,1357,379,15,3061
1935,Oklahoma,Grant,879,472,8,1250
1935,Oklahoma,Greer,652,159,2,1172
1935,Oklahoma,Harmon,601,131,2,933
1935,Oklahoma,Harper,376,351,5,418
1935,Oklahoma,Haskell,350,172,4,1907
1935,Oklahoma,Hughes,560,201,11,2232
1935,Oklahoma,Jackson,869,283,7,1435
1935,Oklahoma,Jefferson,342,249,8,1395
1935,Oklahoma,Johnston,329,119,11,1336
1935,Oklahoma,Kay,920,361,8,1708
1935,Oklahoma,Kingfisher,889,393,7,1334
1935,Oklahoma,Kiowa,872,392,4,1822
1935,Oklahoma,Latimer,389,121,7,869
1935,Oklahoma,Le Flore,1279,328,10,3354
1935,Oklahoma,Lincoln,1336,388,11,2743
1935,Oklahoma,Logan,775,296,8,1602
1935,Oklahoma,Love,303,135,10,1311
1935,Oklahoma,McClain,668,258,8,1938
1935,Oklahoma,McCurtain,1279,236,3,3574
1935,Oklahoma,McIntosh,542,194,4,2670
1935,Oklahoma,Major,703,371,6,1051
1935,Oklahoma,Marshall,254,131,2,1089
1935,Oklahoma,Mayes,828,448,11,1523
1935,Oklahoma,Murray,303,113,11,738
1935,Oklahoma,Muskogee,845,413,11,3211
1935,Oklahoma,Noble,543,300,4,1130
1935,Oklahoma,Nowata,425,361,7,812
1935,Oklahoma,Okfuskee,572,241,5,2702
1935,Oklahoma,Oklahoma,1513,350,23,2115
1935,Oklahoma,Okmulgee,744,201,9,2580
1935,Oklahoma,Osage,680,130,25,1809
1935,Oklahoma,Ottawa,587,290,17,1105
1935,Oklahoma,Pawnee,597,254,1,1417
1935,Oklahoma,Payne,862,349,20,1803
1935,Oklahoma,Pittsburg,962,389,19,2921
1935,Oklahoma,Pontotoc,731,262,13,2032
1935,Oklahoma,Pottawatomie,1321,369,10,2678
1935,Oklahoma,Pushmataha,884,68,2,1299
1935,Oklahoma,Roger Mills,816,303,15,1192
1935,Oklahoma,Rogers,659,378,19,1578
1935,Oklahoma,Seminole,734,141,1,2241
1935,Oklahoma,Sequoyah,680,311,5,2155
1935,Oklahoma,Stephens,650,262,9,2102
1935,Oklahoma,Texas,667,607,10,851
1935,Oklahoma,Tillman,769,352,11,1288
1935,Oklahoma,Tulsa,894,355,41,1829
1935,Oklahoma,Wagoner,510,210,12,2520
1935,Oklahoma,Washington,515,283,7,754
1935,Oklahoma,Washita,1433,404,8,2014
1935,Oklahoma,Woods,856,411,5,840
1935,Oklahoma,Woodward,610,468,8,747
1935,Oregon,Baker,788,204,11,380
1935,Oregon,Benton,1034,191,14,439
1935,Oregon,Clackamas,4369,658,40,1133
1935,Oregon,Clatsop,683,29,2,143
1935,Oregon,Columbia,1560,112,12,323
1935,Oregon,Coos,1259,103,23,313
1935,Oregon,Crook,268,120,7,139
1935,Oregon,Curry,374,45,5,83
1935,Oregon,Deschutes,589,68,7,260
1935,Oregon,Douglas,2323,275,17,644
1935,Oregon,Gilliam,125,108,13,106
1935,Oregon,Grant,447,173,4,86
1935,Oregon,Harney,354,143,10,112
1935,Oregon,Hood River,861,73,58,133
1935,Oregon,Jackson,2135,171,65,530
1935,Oregon,Jefferson,153,119,2,49
1935,Oregon,Josephine,1393,77,9,299
1935,Oregon,Klamath,897,235,38,296
1935,Oregon,Lake,285,141,7,80
1935,Oregon,Lane,3228,435,24,962
1935,Oregon,Lincoln,595,55,3,187
1935,Oregon,Linn,2296,429,18,1106
1935,Oregon,Malheur,950,223,22,453
1935,Oregon,Marion,3405,603,93,1080
1935,Oregon,Morrow,306,130,5,191
1935,Oregon,Multnomah,1479,158,24,519
1935,Oregon,Polk,1244,221,32,469
1935,Oregon,Sherman,88,113,2,164
1935,Oregon,Tillamook,651,41,4,193
1935,Oregon,Umatilla,1471,426,22,683
1935,Oregon,Union,735,232,10,362
1935,Oregon,Wallowa,501,191,11,327
1935,Oregon,Wasco,720,186,28,254
1935,Oregon,Washington,2926,477,29,939
1935,Oregon,Wheeler,195,86,2,43
1935,Oregon,Yamhill,1966,342,42,585
1935,Pennsylvania,Adams,2496,124,95,866
1935,Pennsylvania,Allegheny,2576,165,76,777
1935,Pennsylvania,Armstrong,2516,209,9,617
1935,Pennsylvania,Beaver,1810,77,7,460
1935,Pennsylvania,Bedford,2428,147,38,547
1935,Pennsylvania,Berks,4298,307,100,1297
1935,Pennsylvania,Blair,1409,88,10,364
1935,Pennsylvania,Bradford,3936,379,25,644
1935,Pennsylvania,Bucks,4083,221,65,701
1935,Pennsylvania,Butler,3282,338,17,549
1935,Pennsylvania,Cambria,2265,154,17,393
1935,Pennsylvania,Cameron,180,2,0,17
1935,Pennsylvania,Carbon,801,27,8,88
1935,Pennsylvania,Centre,1421,61,28,595
1935,Pennsylvania,Chester,3567,154,275,940
1935,Pennsylvania,Clarion,2020,150,4,422
1935,Pennsylvania,Clearfield,2740,209,7,350
1935,Pennsylvania,Clinton,788,36,11,188
1935,Pennsylvania,Columbia,1950,116,18,391
1935,Pennsylvania,Crawford,5081,353,45,941
1935,Pennsylvania,Cumberland,1839,88,72,1033
1935,Pennsylvania,Dauphin,1857,116,64,603
1935,Pennsylvania,Delaware,667,19,75,234
1935,Pennsylvania,Elk,816,31,2,43
1935,Pennsylvania,Erie,4183,380,26,797
1935,Pennsylvania,Fayette,3202,183,23,546
1935,Pennsylvania,Forest,353,11,1,76
1935,Pennsylvania,Franklin,2429,92,78,1262
1935,Pennsylvania,Fulton,1091,62,4,198
1935,Pennsylvania,Greene,2257,198,4,711
1935,Pennsylvania,Huntingdon,1533,35,9,458
1935,Pennsylvania,Indiana,3203,104,21,514
1935,Pennsylvania,Jefferson,2186,210,13,329
1935,Pennsylvania,Juniata,1064,45,11,329
1935,Pennsylvania,Lackawanna,1317,55,21,170
1935,Pennsylvania,Lancaster,6226,307,111,2219
1935,Pennsylvania,Lawrence,2046,131,11,467
1935,Pennsylvania,Lebanon,1507,76,89,596
1935,Pennsylvania,Lehigh,2127,126,64,544
1935,Pennsylvania,Luzerne,2355,66,9,339
1935,Pennsylvania,Lycoming,2343,189,44,438
1935,Pennsylvania,McKean,1129,132,7,229
1935,Pennsylvania,Mercer,3917,165,9,535
1935,Pennsylvania,Mifflin,847,30,15,328
1935,Pennsylvania,Monroe,1209,82,6,153
1935,Pennsylvania,Montgomery,2888,199,127,632
1935,Pennsylvania,Montour,411,51,16,205
1935,Pennsylvania,Northampton,2105,97,25,548
1935,Pennsylvania,Northumberland,1701,132,18,536
1935,Pennsylvania,Perry,1435,101,22,296
1935,Pennsylvania,Philadelphia,145,11,18,112
1935,Pennsylvania,Pike,417,0,3,23
1935,Pennsylvania,Potter,1297,126,5,321
1935,Pennsylvania,Schuylkill,2480,79,6,238
1935,Pennsylvania,Snyder,1285,40,15,372
1935,Pennsylvania,Somerset,3188,209,15,432
1935,Pennsylvania,Sullivan,614,37,3,64
1935,Pennsylvania,Susquehanna,2713,257,19,282
1935,Pennsylvania,Tioga,2322,308,12,597
1935,Pennsylvania,Union,883,66,17,175
1935,Pennsylvania,Venango,1756,84,11,430
1935,Pennsylvania,Warren,1623,245,5,231
1935,Pennsylvania,Washington,3461,319,29,1263
1935,Pennsylvania,Wayne,2522,108,19,200
1935,Pennsylvania,Westmoreland,4203,180,49,936
1935,Pennsylvania,Wyoming,1268,30,9,153
1935,Pennsylvania,York,5925,266,83,1583
1935,Rhode Island,Bristol,128,30,8,27
1935,Rhode Island,Kent,618,33,12,92
1935,Rhode Island,Newport,519,172,17,160
1935,Rhode Island,Providence,1211,92,29,160
1935,Rhode Island,Washington,763,69,29,158
1935,South Carolina,Abbeville,750,135,3,2319
1935,South Carolina,Aiken,1135,267,21,2348
1935,South Carolina,Allendale,241,31,4,895
1935,South Carolina,Anderson,1985,255,14,5633
1935,South Carolina,Bamberg,613,129,13,1399
1935,South Carolina,Barnwell,627,110,10,1712
1935,South Carolina,Beaufort,1293,350,28,649
1935,South Carolina,Berkeley,1456,748,19,905
1935,South Carolina,Calhoun,484,228,1,1518
1935,South Carolina,Charleston,1774,701,31,1227
